timestamp,event,user_id,context_os_version
2020-08-01 04:22:45.924000,pos_home_capital_card_pressed,1560415889593-99b63968-1017-4588-a4e5-a7b48ce64cc2,11.1.2
2020-08-01 05:18:05.086000,pos_home_capital_card_pressed,1471697083279-b783deca-88d9-4f97-9e9a-bf9dad6cb359,13.6
2020-08-01 06:37:40.708000,pos_home_capital_card_pressed,1534411372475-1f8ec9b3-4786-4afb-a9af-008dc86fdce4,13.6
2020-08-01 08:14:49.313000,pos_home_capital_card_pressed,1594410129560-67427b34-cdd7-4632-8c21-cc1bcce3aa18,13.5.1
2020-08-01 08:55:21.598000,pos_home_capital_card_pressed,1574670688114-0cbf4e3c-cf23-4250-923f-540a0a43144d,13.5.1
2020-08-01 09:18:16.874000,pos_home_capital_card_pressed,1502441864659-9f3178c7-37e8-423c-8ff2-5b4108ddfd8a,13.5.1
2020-08-01 09:22:19.625000,pos_home_capital_card_pressed,1566474098232-84580996-5cdc-43b1-9314-b894a81c005b,13.5.1
2020-08-01 09:56:30.716000,pos_home_capital_card_pressed,1525371181569-6a395e5d-8cb9-4520-a774-70fbfad33c7f,13.5.1
2020-08-01 10:43:58.279000,pos_home_capital_card_pressed,1529412326105-eceeb156-395d-4a40-848f-1b15c2e47883,13.5.1
2020-08-01 12:05:43.229000,pos_home_capital_card_pressed,1573644292002-bd4c7e19-2301-4341-873e-f863aedac26f,13.6
2020-08-01 15:53:54.144000,pos_home_capital_card_pressed,1566297960971-c1acbb00-4d86-42fb-9476-f3b904567fe4,13.5.1
2020-08-01 16:05:32.303000,pos_home_capital_card_pressed,1581474533539-81578695-01ee-4aa9-b4e9-2ee008fe6c99,13.5.1
2020-08-01 19:01:31.566000,pos_home_capital_card_pressed,1485938466379-9d7052a7-502d-4d01-97c6-182d6bfc47c8,13.5.1
2020-08-02 04:32:16.276000,pos_home_capital_card_pressed,1488539993658-f746a17b-7d0e-4365-a31b-eced03a431c9,13.5.1
2020-08-02 04:39:21.591000,pos_home_capital_card_pressed,1559051476954-07812f8d-26d5-46db-89a2-452073bc65ac,12.4.7
2020-08-02 05:54:34.024000,pos_home_capital_card_pressed,1549281042968-ce841c4d-6fd2-4141-bf4b-0a656970884f,13.5.1
2020-08-02 06:35:44.426000,pos_home_capital_card_pressed,1574605765660-00cda208-8876-4968-a708-588fa182f170,13.5.1
2020-08-02 07:15:45.092000,pos_home_capital_card_pressed,1517153947547-cb9bc41a-eb12-4e98-914f-ac4ec9b0319a,12.4.6
2020-08-02 19:55:09.992000,pos_home_capital_card_pressed,1556806726486-3dfefd09-a595-43fa-8a45-c6e24981ed81,13.5.1
2020-08-02 20:50:50.248000,pos_home_capital_card_pressed,1596281644356-e78790c6-984a-433b-bbdf-43782d7fb40c,13.6
2020-08-03 05:38:47.269000,pos_capital_button_let_me_know,1518175880185-62646b90-96a5-43e4-a4cf-a4600a820ccd,13.5.1
2020-08-03 05:39:27.517000,pos_home_capital_card_pressed,1518175880185-62646b90-96a5-43e4-a4cf-a4600a820ccd,13.5.1
2020-08-03 05:48:09.161000,pos_home_capital_card_pressed,1541848524783-a021fab7-a2ae-443a-8139-058a41999167,13.6
2020-08-03 07:29:07.856000,pos_capital_button_let_me_know,1594385001166-27ca9ed7-4700-41ed-aed7-41908a4cebf1,12.4.7
2020-08-03 09:33:37.393000,pos_home_capital_card_pressed,1595099396700-48f6ab09-d6d9-4b80-b977-fd24f0b73b7e,13.5.1
2020-08-03 12:00:38.977000,pos_capital_button_let_me_know,1581713835868-67989dee-9ae4-4435-819b-abfa8a6a5e42,13.6
2020-08-03 12:24:51.325000,pos_home_capital_card_pressed,1535009554161-41669489-1707-435d-9d86-41dfedadf34a,13.5.1
2020-08-03 12:40:52.788000,pos_capital_button_get_cash_advance,1567410747749-6343efa0-6d6e-4b63-ab4e-fca9e386e492,10.3.4
2020-08-03 14:09:40.753000,pos_home_capital_card_pressed,1519388225157-1ac575f9-0bcd-483b-9955-16bf46c22fd2,13.2.3
2020-08-03 15:05:30.846000,pos_capital_button_get_cash_advance,1577965752929-bfe8eb48-aee5-4c83-8083-cb541d64a66e,13.5.1
2020-08-03 16:14:02.004000,pos_home_capital_card_pressed,1558527970436-f074574b-ff1b-47fa-91f6-e94449e7099e,14.0
2020-08-03 19:18:42.373000,pos_home_capital_card_pressed,1578918956456-ef9c1516-b180-467f-aaa8-ff59113f4409,13.6
2020-08-04 00:43:32.039000,pos_capital_button_accept_offer,1500227697618-ba1c56e4-730b-4492-aefb-aebd85626695,12.4.7
2020-08-04 02:04:34.605000,pos_home_capital_card_pressed,1591420930086-199eec9e-27a6-4de9-ac18-1ee4c3720bae,13.1.3
2020-08-04 09:49:12.207000,pos_home_capital_card_pressed,1581460689703-e6356890-c0ef-4ab9-ab8b-9a1f45c4f092,9.3.6
2020-08-04 09:59:23.662000,pos_home_capital_card_pressed,1561398436747-59bdc137-d57a-4ca5-b26d-9a66818951f2,13.6
2020-08-04 13:27:31.636000,pos_home_capital_card_pressed,1534939405962-c875b76d-66b9-412c-98e4-567d3e7d2b9b,13.6
2020-08-04 14:43:46.016000,pos_home_capital_card_pressed,1569307689990-cf50ffd9-a1f5-4f91-a9f0-b6e018ee2acc,13.6
2020-08-04 18:06:50.036000,pos_home_capital_card_pressed,1575016867245-58955238-6d69-4fc6-80ae-4f7c6ae7278d,13.5.1
2020-08-04 18:11:24.481000,pos_home_capital_card_pressed,1583832779282-8d766569-d1c8-4f38-be5c-3c47675aa91a,13.5.1
2020-08-04 18:36:48.559000,pos_capital_button_continue,1555407784349-fae92858-6191-4545-b953-f0249c944d7c,13.5.1
2020-08-04 18:46:47.872000,pos_home_capital_card_pressed,1548342382591-19a5e974-e687-4f68-a5aa-3a11101a8096,13.5.1
2020-08-04 20:16:01.795000,pos_home_capital_card_pressed,1501510114300-ad12e4e5-0d0c-4f58-ba82-143f89ad8fd7,13.6
2020-08-04 20:22:39.290000,pos_home_capital_card_pressed,1523702481138-b2285b7a-4b56-4684-8a4b-1b5768998c14,13.5.1
2020-08-04 20:29:39.484000,pos_home_capital_card_pressed,1533731924859-b4a3db39-fc20-495b-b9e8-8b07b49e6f53,13.5.1
2020-08-05 06:12:42.176000,pos_home_capital_card_pressed,1593685102069-b18ac785-1a82-4e53-af2e-1523e8078148,13.6
2020-08-05 06:58:29.039000,pos_capital_button_get_cash_advance,1518175880185-62646b90-96a5-43e4-a4cf-a4600a820ccd,13.5.1
2020-08-05 07:05:26.690000,pos_home_capital_card_pressed,1594107654866-7c9d65d5-d551-4dcc-b01c-4e05611112a6,12.4.6
2020-08-05 07:40:54.687000,pos_home_capital_card_pressed,1547271028164-367f154f-bcfc-40ab-ad9c-536a971ff0ce,13.5.1
2020-08-05 12:38:14.628000,pos_home_capital_card_pressed,1560275361359-2841db1e-875a-4684-829e-4bde884e7ead,10.3.3
2020-08-05 12:45:38.261000,pos_home_capital_card_pressed,1560107463968-62e7fd1c-b06d-4dd0-b078-147ffe3f8378,13.5.1
2020-08-05 14:25:06.290000,pos_home_capital_card_pressed,1575137973747-75bf76b6-dc01-4b5e-9e3c-96aad037b640,13.5.1
2020-08-05 15:41:54.490000,pos_home_capital_card_pressed,1596536343885-6e9f5b62-c457-4104-874f-d1cd02c3c5be,12.4.7
2020-08-05 16:01:04.654000,pos_home_capital_card_pressed,1575137973747-75bf76b6-dc01-4b5e-9e3c-96aad037b640,13.5.1
2020-08-05 17:53:45.443000,pos_home_capital_card_pressed,1479969900438-210706fa-5958-40ba-8ac9-9277f71af17e,13.5.1
2020-08-05 18:46:48.420000,pos_home_capital_card_pressed,1560494135485-aae2ed66-ee0e-4584-9201-a59d3ab55713,12.4.4
2020-08-05 18:48:32.806000,pos_capital_button_let_me_know,1584269587547-f529e06f-99ef-4071-97ad-94687044ab44,13.6
2020-08-05 18:59:52.065000,pos_home_capital_card_pressed,1596651906729-d3dbf1bd-05d4-4f82-95ed-6e0f30a83da4,12.4.3
2020-08-05 19:20:50.647000,pos_capital_button_let_me_know,1591104934462-3fd6a383-4307-4ac4-8879-5a3b3b18901a,13.5.1
2020-08-06 02:44:48.999000,pos_home_capital_card_pressed,1594911016103-9e4ae004-b49e-4bc0-b50d-06617bb4e158,13.6
